miRNA,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
hsa-miR-26a-1-3p,5.419598371,5.361732629,3.074432394,3.438451724
hsa-miR-26a-2-3p,21.82474152,23.61720247,9.735702581,10.08612506
hsa-miR-26a-5p,49569.83944,51259.31282,46873.10981,46009.60381
hsa-miR-26b-3p,37.84757724,39.70275811,24.81090233,25.90300299
hsa-miR-26b-5p,1140.662723,1132.889883,1295.667284,1276.744004
hsa-miR-27a-3p,8029.521891,7997.735339,7724.085878,7722.969624
hsa-miR-27a-5p,31.05174938,31.16445603,18.83089841,22.69378138
hsa-miR-27b-3p,100069.649,97854.47368,41001.86894,40705.7336
hsa-miR-27b-5p,44.22003807,41.35596432,20.45351551,24.06916207
hsa-miR-28-3p,1387.794216,1398.305803,948.8899982,977.300627
hsa-miR-28-5p,189.334507,187.5877098,155.2848289,159.4333722
hsa-miR-2861,0,0,0,0
hsa-miR-2909,0,0,0,0
hsa-miR-296-3p,47.90350976,44.20144097,104.1131859,109.1415425
hsa-miR-296-5p,1.416271351,1.430732324,4.91055174,3.209221609
hsa-miR-297,0,0,0,0
hsa-miR-298,0,0,0,0
hsa-miR-299-3p,64.745789,66.81604279,262.0612012,256.0118334
hsa-miR-299-5p,3.342400389,3.989325836,3.672238693,4.813832414
hsa-miR-29a-3p,25080.59901,24537.51836,26774.89376,26726.10909
hsa-miR-29a-5p,0.400096657,0.944451986,1.537216197,1.604610805
hsa-miR-29b-1-5p,0.668794805,0.84115255,0.640506749,1.146150575
hsa-miR-29b-2-5p,0.849762811,1.48554427,0.341603599,1.83384092
hsa-miR-29b-3p,323.5730701,324.9238429,359.4270855,362.1170864
hsa-miR-29c-3p,57.24714804,60.73328087,132.089216,137.2117956
hsa-miR-29c-5p,6.55184294,9.364026792,5.636459389,5.730752873
hsa-miR-300,0.029556967,0,0.384304049,0.114615057
hsa-miR-301a-3p,3.233819585,3.453152574,2.305824295,2.521531264
hsa-miR-301a-5p,17.80905023,17.44284762,35.90497832,41.96259516
hsa-miR-301b,1.302969643,0.944451986,1.024810798,1.83384092
hsa-miR-302a-3p,0.019827799,0.029514125,0,0
hsa-miR-302a-5p,3.234763766,3.954892691,5.636459389,5.501522759
hsa-miR-302b-3p,4.381943561,4.07786821,1.537216197,1.37538069
hsa-miR-302b-5p,0,0,0,0
hsa-miR-302c-3p,0.033990512,0.029514125,0,0
hsa-miR-302c-5p,0.028325427,0.059028249,0.256202699,0
hsa-miR-302d-3p,0.033990512,0,0,0
hsa-miR-302d-5p,0.056650854,0.029514125,0,0.229230115
hsa-miR-302e,0,0,0,0
hsa-miR-302f,0,0,0,0
hsa-miR-3064-3p,0.141627135,0.354169495,0,0
hsa-miR-3064-5p,0.141627135,0.32465537,0,0
hsa-miR-3065-3p,0.708135676,0.354169495,2.562026995,2.292301149
hsa-miR-3065-5p,0.169952562,0.45254991,1.537216197,1.83384092
hsa-miR-3074-3p,0.481532259,0.265627121,0.768608098,1.83384092
hsa-miR-3074-5p,0.269091557,0.147570623,1.216962823,1.719225862
hsa-miR-30a-3p,349.7835945,354.7088015,184.882273,197.8774389
hsa-miR-30a-5p,5142.203087,5342.105431,5230.387667,5231.30166
hsa-miR-30b-3p,8.086909415,6.874823414,9.479499881,6.418443218
hsa-miR-30b-5p,428.8638638,436.2729807,372.9755662,394.7661178
hsa-miR-30c-1-3p,13.56410282,12.52481066,5.551058489,5.921777969
hsa-miR-30c-2-3p,45.87302907,48.73335355,40.30922472,44.92910253
hsa-miR-30c-5p,4190.799232,4315.750677,1672.971689,1729.314579
hsa-miR-30d-3p,49.21778991,50.54416807,77.88562065,82.33181628
hsa-miR-30d-5p,2992.999462,3119.290949,3809.415172,3872.267739
hsa-miR-30e-3p,176.346218,181.0536476,100.2763132,92.99101663
hsa-miR-30e-5p,1933.808769,2083.48173,1975.63717,1968.198866
hsa-miR-31-3p,0.76478653,1.298621481,1.537216197,1.83384092
hsa-miR-31-5p,1558.153245,1566.441028,2208.424173,2229.528692
hsa-miR-3115,0.090641366,0,0,0
hsa-miR-3116,0.212082217,0.118056498,0,0.234324117
hsa-miR-3117-3p,17.40854995,16.36826517,11.01671608,12.49304126
hsa-miR-3117-5p,0,0,0,0
hsa-miR-3118,0.015450233,0,0,0
hsa-miR-3119,0,0,0,0
hsa-miR-3120-3p,0.148708492,0.029514125,0,0
hsa-miR-3120-5p,0.056650854,0,0,0
hsa-miR-3121-3p,0,0.059028249,0,0
hsa-miR-3121-5p,0,0,0,0
hsa-miR-3122,0,0.059028249,0,0.229230115
hsa-miR-3123,0,0,0,0
hsa-miR-3124-3p,0,0,0,0
hsa-miR-3124-5p,0.084976281,0.147570623,0.512405399,0.687690345
hsa-miR-3125,0.311579697,0.236112996,0.256202699,0.229230115
hsa-miR-3126-3p,2.063035268,2.083016099,1.024810798,1.146150575
hsa-miR-3126-5p,3.54708532,3.986866326,2.135022496,2.25409613
hsa-miR-3127-3p,0.352887612,0.45254991,2.049621596,2.139481073
hsa-miR-3127-5p,0.236045225,0.118056498,0.256202699,0.229230115
hsa-miR-3128,0.73222029,0.949371007,0.768608098,0.687690345
hsa-miR-3129-3p,5.514016461,4.965751457,1.281013497,1.604610805
hsa-miR-3129-5p,4.051480245,4.304143165,1.537216197,0.91692046
hsa-miR-3130-3p,5.353505708,5.530946943,5.892662088,4.355372184
hsa-miR-3130-5p,1.133017081,0.690630515,1.127291878,2.292301149
hsa-miR-3131,0.056650854,0,0.768608098,0.45846023
hsa-miR-3132,0,0,0,0
hsa-miR-3133,0,0,0,0
hsa-miR-3134,0.009711575,0.0236113,0,0
hsa-miR-3135a,0,0,0,0
hsa-miR-3135b,0,0,0,0
hsa-miR-3136-3p,0,0,0,0
hsa-miR-3136-5p,0.028325427,0.059028249,1.560507351,0.229230115
hsa-miR-3137,0,0.009838042,0,0
hsa-miR-3138,0.363509647,0.368926557,0,0.45846023
hsa-miR-3139,0.226603416,0.088542374,0,0.45846023
hsa-miR-3140-3p,0.61843849,0.815854729,0.256202699,2.827171418
hsa-miR-3140-5p,0.774228339,0.501740118,0.768608098,0.91692046
hsa-miR-3141,0,0,0,0
hsa-miR-3142,0,0,0,0
hsa-miR-3143,0.311579697,0.531254242,0.512405399,0.229230115
hsa-miR-3144-3p,0,0,0,0.229230115
hsa-miR-3144-5p,0,0.029514125,0.256202699,0
hsa-miR-3145-3p,0.028325427,0.059028249,0,0.687690345
hsa-miR-3145-5p,0,0.059028249,0.256202699,0.45846023
hsa-miR-3146,0,0,0,0
hsa-miR-3147,0,0,0,0
hsa-miR-3148,0.028325427,0.059028249,0.256202699,0.687690345
hsa-miR-3149,0,0,0,0
hsa-miR-3150a-3p,0,0,0,0
hsa-miR-3150a-5p,0.198277989,0.236112996,0.512405399,0.687690345
hsa-miR-3150b-3p,0,0,0,0
hsa-miR-3150b-5p,0,0,0,0
hsa-miR-3151-3p,0,0,0,0
hsa-miR-3151-5p,0.028325427,0.119792623,0,0.229230115
hsa-miR-3152-3p,0.113301708,0.029514125,0,0
hsa-miR-3152-5p,0.254928843,0.482064034,0.512405399,0.229230115
hsa-miR-3153,0,0,0,0
hsa-miR-3154,0.028325427,0.103299436,0,0
hsa-miR-3155a,0.198277989,0.383683619,0.256202699,0.229230115
hsa-miR-3155b,0,0,0,0
hsa-miR-3156-3p,0,0,0,0
hsa-miR-3156-5p,0,0,0,0
hsa-miR-3157-3p,0.76478653,0.737853114,1.024810798,1.37538069
hsa-miR-3157-5p,0.339905124,0.590282491,0,1.37538069
hsa-miR-3158-3p,6.619247647,8.102892083,4.611648591,5.959982988
hsa-miR-3158-5p,0.368230551,0.206598872,0,0
hsa-miR-3159,0.113301708,0.206598872,0.256202699,0
hsa-miR-3160-3p,0.028325427,0.029514125,0.512405399,0
hsa-miR-3160-5p,0,0,0.1708018,0
hsa-miR-3161,0.113301708,0.531254242,0.512405399,0.229230115
hsa-miR-3162-3p,0,0,0,0
hsa-miR-3162-5p,0,0,0,0
hsa-miR-3163,0.056650854,0.088542374,0.256202699,0.534870268
hsa-miR-3164,0.113301708,0.118056498,0,0.45846023
hsa-miR-3165,0.073960837,0.213157566,0.512405399,0
hsa-miR-3166,0.144774405,0.162327685,0.512405399,0.343845172
hsa-miR-3167,1.312411452,1.060868811,1.024810798,1.489995747
hsa-miR-3168,0,0,0,0
hsa-miR-3169,0,0,0,0
hsa-miR-3170,0.963064519,0.708338989,0.640506749,1.146150575
hsa-miR-3171,0,0,0,0
hsa-miR-3173-3p,0.056650854,0.059028249,0,0
hsa-miR-3173-5p,0.821437384,1.180564982,2.177722946,1.604610805
hsa-miR-3174,0.368230551,0.914937861,0,0.687690345
hsa-miR-3175,0.226603416,0.531254242,0,0
hsa-miR-3176,2.144234826,2.915995507,8.198486384,8.756590391
hsa-miR-3177-3p,4.570341371,4.063111148,14.04844802,16.3517482
hsa-miR-3177-5p,0.028325427,0.029514125,0,0
hsa-miR-3178,0,0,0.0854009,0.076410038
hsa-miR-3179,1.982779892,1.792983067,0.768608098,1.604610805
hsa-miR-3180,0.876199876,1.22975519,2.775141059,3.667681839
hsa-miR-3180-3p,1.314299814,1.844632785,4.162711588,5.501522759
hsa-miR-3180-5p,0.033990512,0.070833899,0.15372162,0
hsa-miR-3181,0.084976281,0.118056498,0.256202699,0.687690345
hsa-miR-3182,0,0,0,0
hsa-miR-3183,0.028325427,0,0,0.229230115
hsa-miR-3184-3p,0.028325427,0,0,0
hsa-miR-3184-5p,0.28325427,0.265627121,0,0.229230115
hsa-miR-3185,0,0,0,0
hsa-miR-3186-3p,0,0,0,0
hsa-miR-3186-5p,0,0,0,0
hsa-miR-3187-3p,0.994930624,1.03299436,1.110211698,2.521531264
hsa-miR-3187-5p,0.141627135,0.206598872,0.320253374,0.45846023
hsa-miR-3188,0.056650854,0.059028249,0,0
hsa-miR-3189-3p,0.151068944,0.029514125,0,0
hsa-miR-3189-5p,0,0,0,0
hsa-miR-3190-3p,0.056650854,0.236112996,0,0.229230115
hsa-miR-3190-5p,0.028325427,0,0,0
hsa-miR-3191-3p,0.028325427,0.059028249,0,0.45846023
hsa-miR-3191-5p,0.056650854,0,0,0
hsa-miR-3192-3p,0.028325427,0.029514125,0.256202699,0
hsa-miR-3192-5p,0.198277989,0,0,0.229230115
hsa-miR-3193,0.056650854,0.295141246,0,0
hsa-miR-3194-3p,0,0,0,0
hsa-miR-3194-5p,0,0,0,0
hsa-miR-3195,0,0,0,0
hsa-miR-3196,0,0,0,0
hsa-miR-3197,0,0,0,0
hsa-miR-3198,0.028325427,0.029514125,0,0.229230115
hsa-miR-3199,1.161342508,1.539653498,2.049621596,1.83384092
hsa-miR-32-3p,0.739036141,0.723096052,1.024810798,1.37538069
hsa-miR-32-5p,11.47179794,11.58429389,31.59833294,24.67498452
hsa-miR-3200-3p,2.266034162,2.626757086,19.21520246,17.53610379
hsa-miR-3200-5p,0,0,0,0
hsa-miR-3201,0,0,0,0
hsa-miR-3202,0.047209045,0.088542374,0,0
hsa-miR-320a,817.0036445,841.4495814,333.9948228,333.8024373
hsa-miR-320b,55.29283545,54.99436941,53.9571758,54.08275222
hsa-miR-320c,2.846966971,2.855436186,1.29044087,1.009294738
hsa-miR-320d,1.461808081,1.611847256,0.850774116,0.28835693
hsa-miR-320e,0,0,0,0
hsa-miR-323a-3p,64.69527532,69.44673509,116.828431,114.5004424
hsa-miR-323a-5p,1.444596778,1.416677979,6.405067487,5.730752873
hsa-miR-323b-3p,51.75055517,51.28079142,63.66637083,65.55981287
hsa-miR-323b-5p,0.254928843,0.206598872,1.281013497,0.687690345
hsa-miR-324-3p,6.3681691,5.318400527,9.761433761,9.915939063
hsa-miR-324-5p,4.406964355,4.839965069,12.12692778,13.29534667
hsa-miR-325,0,0,0,0
hsa-miR-326,1.816131963,1.9336076,4.135843578,5.845367931
hsa-miR-328-3p,140.3625659,136.6821695,74.23862703,68.62108535
hsa-miR-328-5p,0.00404649,0.029514125,0,0
hsa-miR-329-3p,108.5579435,117.0751536,192.0410035,184.8325965
hsa-miR-329-5p,1.595665722,1.639790706,2.787174822,2.464223736
hsa-miR-330-3p,30.38846229,33.349731,25.4067677,24.75685241
hsa-miR-330-5p,26.05821264,29.19893458,46.82084924,50.92729054
hsa-miR-331-3p,122.1538113,141.9314066,122.4663118,128.8967304
hsa-miR-331-5p,29.3895189,31.16138164,81.57066947,76.54375588
hsa-miR-335-3p,523.4069549,513.1527785,58.1970532,53.93335528
hsa-miR-335-5p,818.7731367,819.9974723,632.711213,615.4976631
hsa-miR-337-3p,25.36721834,25.07295153,13.8864808,12.44337474
hsa-miR-337-5p,17.3576868,16.17374026,22.28963486,20.5351978
hsa-miR-338-3p,0.198277989,0.206598872,0.768608098,1.83384092
hsa-miR-338-5p,1.005552659,1.35764973,4.86785129,4.584602299
hsa-miR-339-3p,72.83411469,82.88058079,146.4198428,144.0711272
hsa-miR-339-5p,41.24289414,40.71465931,59.20663788,64.63415284
hsa-miR-33a-3p,0.151068944,0.100348024,0,0
hsa-miR-33a-5p,1.204098166,1.120834016,1.088861473,4.852037433
hsa-miR-33b-3p,2.464312151,2.966169518,2.818229694,2.979991494
hsa-miR-33b-5p,0.141627135,0.088542374,0,0.45846023
hsa-miR-340-3p,48.84578263,48.06550864,98.2195749,92.69301748
hsa-miR-340-5p,109.4326459,121.3473828,319.2801091,325.8355993
hsa-miR-342-3p,89.33981311,85.22744559,79.67903954,75.76055299
hsa-miR-342-5p,1.989861248,2.45705087,3.586837793,2.292301149
hsa-miR-345-3p,0.373895637,0.147570623,0.256202699,0
hsa-miR-345-5p,82.51497183,104.1866156,267.3263066,310.5547083
hsa-miR-346,0.339905124,0.295141246,6.148864788,4.355372184
hsa-miR-34a-3p,5.385371813,6.065152597,4.099243192,3.896911954
hsa-miR-34a-5p,14.2192952,13.7427602,24.30509609,24.69190388
hsa-miR-34b-3p,1.33129507,1.35764973,1.281013497,1.604610805
hsa-miR-34b-5p,0.56650854,0.472225993,1.537216197,0.687690345
hsa-miR-34c-3p,1.699525621,2.065988719,0.768608098,1.37538069
hsa-miR-34c-5p,740.6030219,744.8995011,347.2115918,329.4036752
hsa-miR-3529-3p,0,0,0,0
hsa-miR-3529-5p,0.028325427,0,0,0
hsa-miR-3591-3p,0.084976281,0,0,0
hsa-miR-3591-5p,0.311579697,0.796881363,0.256202699,0.91692046
hsa-miR-3605-3p,8.510717047,9.004458475,4.896318257,6.876903448
hsa-miR-3605-5p,2.9498909,3.035035809,0.256202699,0.45846023
hsa-miR-3606-3p,0,0,0,0
hsa-miR-3606-5p,0.198277989,0,0,0
hsa-miR-3607-3p,0.141627135,0.265627121,67.14462747,79.63454193
hsa-miR-3607-5p,0,0,0.768608098,0.534870268
hsa-miR-3609,0.028325427,0.059028249,0.256202699,1.222560613
hsa-miR-361-3p,77.52533736,75.18477281,158.6842492,161.1182068
hsa-miR-361-5p,1542.611273,1524.053248,1375.815558,1375.790206
hsa-miR-3610,0.028325427,0,0,0
hsa-miR-3611,0.930018187,0.560768367,4.355445891,2.636146322
hsa-miR-3612,0,0,0.256202699,0.45846023
hsa-miR-3613-3p,0.368230551,0.656689271,0.947949988,0.91692046
hsa-miR-3613-5p,5.395993848,5.710983102,5.380256689,7.182543601
hsa-miR-3614-3p,0,0,0,0
hsa-miR-3614-5p,0,0.029514125,0.768608098,0.91692046
hsa-miR-3615,27.35022304,32.85491265,45.45462894,48.95591155
hsa-miR-3616-3p,0,0,0,0
hsa-miR-3616-5p,0,0,0.512405399,0.91692046
hsa-miR-3617-3p,0.169952562,0.029514125,0.256202699,0
hsa-miR-3617-5p,0.028325427,0,0.256202699,0.229230115
hsa-miR-3618,0,0,1.281013497,0.45846023
hsa-miR-3619-3p,0.439044119,0.501740118,0.512405399,1.031535517
hsa-miR-3619-5p,0.233684773,0.177084747,0.384304049,0.45846023
hsa-miR-362-3p,1.617247,1.475706228,7.734881499,8.13766908
hsa-miR-362-5p,32.47995787,32.83938259,75.65665716,66.32773376
hsa-miR-3620-3p,0.084976281,0.088542374,0.256202699,0
hsa-miR-3620-5p,0.18393477,0.566671192,0.527476146,1.207278605
hsa-miR-3621,0,0,0,0
hsa-miR-3622a-3p,0.056650854,0.029514125,0,0
hsa-miR-3622a-5p,1.458759492,1.328135605,1.088861473,0.229230115
hsa-miR-3622b-3p,0,0,0,0
hsa-miR-3622b-5p,0,0,0,0
hsa-miR-363-3p,2.237708735,2.980926581,624.6435316,631.5576204
hsa-miR-363-5p,0,0,0,0
hsa-miR-3646,0,0,0,0
hsa-miR-3648,0,0,0,0
hsa-miR-3649,0,0,0,0
hsa-miR-3650,0,0,0,0
hsa-miR-3651,0.28325427,0.295141246,29.71951314,26.81992345
hsa-miR-3652,0.028325427,0.029514125,0,0
hsa-miR-3653,0.070813568,0.059028249,0.512405399,0.479299331
hsa-miR-3654,0,0,0.663991996,1.83384092
hsa-miR-3655,0,0,0,0
hsa-miR-3656,0,0,0,0
hsa-miR-3657,0,0,0,0
hsa-miR-3658,0,0.059028249,0,0
hsa-miR-3659,0,0.029514125,0,0
hsa-miR-365a-3p,325.2821345,327.4545155,214.9418647,210.7564501
hsa-miR-365a-5p,0.991389946,0.531254242,1.024810798,0.45846023
hsa-miR-365b-3p,325.2821345,327.4545155,214.9418647,210.7564501
hsa-miR-365b-5p,3.624452974,3.489553327,1.878819796,3.000830596
hsa-miR-3660,0,0,0,0
hsa-miR-3661,1.076366227,1.0780034,2.62607767,3.438451724
hsa-miR-3662,0,0,0,0
hsa-miR-3663-3p,0,0.029514125,0,0
hsa-miR-3663-5p,0.084976281,0.029514125,1.281013497,1.146150575
hsa-miR-3664-3p,0.24076613,0.206598872,0,0.229230115
hsa-miR-3664-5p,0.028325427,0.044271187,0.256202699,0.45846023
hsa-miR-3665,0,0,0,0
hsa-miR-3666,0,0,0,0
hsa-miR-3667-3p,0,0,0,0
hsa-miR-3667-5p,0,0,0,0
hsa-miR-3668,0,0.088542374,0,0
hsa-miR-3669,0,0,0,0
hsa-miR-367-3p,0,0,0,0
hsa-miR-367-5p,0,0,0,0
hsa-miR-3670,0,0,0,0
hsa-miR-3671,0,0,0,0
hsa-miR-3672,0,0,0,0
hsa-miR-3673,0,0,0,0
hsa-miR-3674,0,0,0,0
hsa-miR-3675-3p,0,0,0,0
hsa-miR-3675-5p,0.062315939,0.236112996,0,0.229230115
hsa-miR-3677-3p,2.676752854,3.042225147,10.67511248,8.997282011
hsa-miR-3677-5p,0.127464422,0.309898308,0.256202699,0.91692046
hsa-miR-3678-3p,0,0,0,0
hsa-miR-3678-5p,0.014162714,0.044271187,0,0.229230115
hsa-miR-3679-3p,0,0.059028249,0,0
hsa-miR-3679-5p,0.106220351,0.06148776,0,0.01910251
hsa-miR-3680-3p,0.033046332,0.078704332,0,0
hsa-miR-3680-5p,0,0.078704332,0,0
hsa-miR-3681-3p,0,0,0,0
hsa-miR-3681-5p,0.056650854,0.059028249,0.768608098,0
hsa-miR-3682-3p,0.028325427,0.118056498,0.12810135,0
hsa-miR-3682-5p,0,0,0,0
hsa-miR-3683,0,0,0,0
hsa-miR-3684,0.56650854,0.32465537,0.784620767,0.91692046
hsa-miR-3685,0.056650854,0.059028249,0,0.229230115
hsa-miR-3686,0,0,0,0
hsa-miR-3687,0,0,0,0
hsa-miR-3688-3p,0.500415877,0.678824865,0.768608098,1.37538069
hsa-miR-3688-5p,0,0,0,0
hsa-miR-3689a-3p,0,0,0,0
hsa-miR-3689a-5p,0.007081357,0.027054614,0.064050675,0
hsa-miR-3689b-3p,0,0,0,0
hsa-miR-3689b-5p,0.007081357,0.027054614,0.064050675,0
hsa-miR-3689c,0,0,0,0
hsa-miR-3689d,0,0,0,0
hsa-miR-3689e,0.007081357,0.027054614,0.064050675,0
hsa-miR-3689f,0,0,0,0
hsa-miR-369-3p,99.70754471,102.9189612,183.8907718,184.3073799
hsa-miR-369-5p,47.0825248,51.17585231,33.56255363,37.13527862
hsa-miR-3690,0,0,0,0
hsa-miR-3691-3p,0.113301708,0.147570623,0.256202699,0.229230115
hsa-miR-3691-5p,0.424881405,0.265627121,1.537216197,0.91692046
hsa-miR-3692-3p,0.084976281,0.088542374,0.256202699,0
hsa-miR-3692-5p,0,0,0,0
hsa-miR-370-3p,2460.383662,2574.702208,4104.406269,4268.202893
hsa-miR-370-5p,3.607715222,4.461551829,8.73935875,4.584602299
hsa-miR-3713,0,0,0,0
hsa-miR-3714,0,0,0,0
hsa-miR-371a-3p,0,0,0,0
hsa-miR-371a-5p,0.141627135,0,0,0.91692046
hsa-miR-371b-3p,0,0,0,0
hsa-miR-371b-5p,0.002575039,0,0.512405399,0
hsa-miR-372-3p,0.113301708,0.147570623,1.793418896,0.687690345
hsa-miR-372-5p,0,0,0,0
hsa-miR-373-3p,0.028325427,0,0,0
hsa-miR-373-5p,0,0.029514125,0,0
hsa-miR-374a-3p,65.76794351,65.12767752,76.27398367,80.1770532
hsa-miR-374a-5p,758.7780034,749.2672779,1154.931936,1146.482504
hsa-miR-374b-3p,6.840590626,7.158268322,10.76051338,7.67920885
hsa-miR-374b-5p,90.40330414,86.46166505,125.6266646,111.5051689
hsa-miR-374c-3p,0.042488141,0.133906676,0.12810135,0.229230115
hsa-miR-374c-5p,4.635692178,2.817738067,8.561440208,4.852037433
hsa-miR-375,0.396555978,0.236112996,25.87647265,21.31840069
hsa-miR-376a-2-5p,0.175617648,0.295141246,0.307443239,0.229230115
hsa-miR-376a-3p,22.07024204,20.51809376,42.136253,44.08859211
hsa-miR-376a-5p,2.938290963,3.676893261,4.120593417,3.209221609
hsa-miR-376b-3p,7.438530382,8.202927938,13.58728316,18.04041005
hsa-miR-376b-5p,0.922936831,1.106779671,1.665317547,1.910250958
hsa-miR-376c-3p,81.58823506,81.92839891,112.1600102,100.0684964
hsa-miR-376c-5p,0.922936831,1.136293796,1.665317547,1.910250958
hsa-miR-377-3p,136.6860437,132.5357463,241.1914608,243.8565592
hsa-miR-377-5p,43.7106862,44.75653022,59.47562667,65.33058276
hsa-miR-378a-3p,8.732475158,8.875733482,340.2741515,349.3041953
hsa-miR-378a-5p,0.254928843,0.280384183,11.44372058,9.05458954
hsa-miR-378b,0,0,0,0
hsa-miR-378c,0.152240418,0.180270818,3.570762159,4.484839913
hsa-miR-378d,0.137651019,0.113372555,2.996105489,2.834846853
hsa-miR-378e,0,0.00347225,0.210990458,0.175293617
hsa-miR-378f,0,0,0,0.141904357
hsa-miR-378g,0,0.011067797,0,0.114615057
hsa-miR-378h,0,0,0,0
hsa-miR-378i,0.033046332,0.009838042,0.21350225,0.076410038
hsa-miR-378j,0,0,0,0
hsa-miR-379-3p,105.1540815,101.3950616,60.33573573,64.85475661
hsa-miR-379-5p,298.0692779,298.6408712,477.3105092,495.118549
hsa-miR-380-3p,15.18809397,14.54062537,30.61622259,26.93453851
hsa-miR-380-5p,1.982779892,2.597242961,4.611648591,2.063071034
hsa-miR-381-3p,1889.536346,1866.554779,3077.796878,3026.950664
hsa-miR-381-5p,4.369197119,4.328738269,8.796292683,8.710744368
hsa-miR-382-3p,53.242361,53.73046376,73.78637746,56.61983839
hsa-miR-382-5p,270.6553019,288.2221849,230.6862245,236.0983782
hsa-miR-383-3p,0.028325427,0,0,0
hsa-miR-383-5p,0,0.059028249,3.330635093,2.063071034
hsa-miR-384,0,0,0,0
hsa-miR-3907,0.070813568,0,0,0
hsa-miR-3908,0,0,0,0
hsa-miR-3909,36.958073,41.91128663,30.61622259,29.41786475
hsa-miR-3910,0.184115276,0.177084747,0.256202699,0
hsa-miR-3911,0.056650854,0.118056498,1.024810798,0.229230115
hsa-miR-3912-3p,0.382393265,0.708338989,0.819848638,0.16046108
hsa-miR-3912-5p,0,0,0,0
hsa-miR-3913-3p,0,0.029514125,0,0
hsa-miR-3913-5p,2.209383308,2.184045217,3.330635093,2.343241175
hsa-miR-3914,0,0,0,0
hsa-miR-3915,0,0,0,0
hsa-miR-3916,0,0,0,0
hsa-miR-3917,0.028325427,0.118056498,0,0
hsa-miR-3918,0.084976281,0.118056498,1.024810798,0.687690345
hsa-miR-3919,0.028325427,0,0,0.229230115
hsa-miR-3920,0,0,0,0
hsa-miR-3921,0.028325427,0.029514125,0,0
hsa-miR-3922-3p,0.212440703,0.295141246,0.640506749,1.146150575
hsa-miR-3922-5p,0.056650854,0,0.256202699,0.420255211
hsa-miR-3923,0,0,0,0
hsa-miR-3924,0,0,0,0
hsa-miR-3925-3p,0.056650854,0.041319774,0,0
hsa-miR-3925-5p,0,0,0,0
hsa-miR-3926,0.169952562,0.029514125,0,0
hsa-miR-3927-3p,0,0,0,0
hsa-miR-3927-5p,0,0,0,0
hsa-miR-3928-3p,7.621900322,7.974716456,6.533168837,7.564593793
hsa-miR-3928-5p,0.113301708,0.029514125,0,0
hsa-miR-3929,0,0,0,0
hsa-miR-3934-3p,0,0,0,0
hsa-miR-3934-5p,0.311579697,0.132813561,0.12810135,0.687690345
hsa-miR-3935,0.169952562,0.088542374,0,0.229230115
hsa-miR-3936,0,0.059028249,0,0.229230115
hsa-miR-3937,0,0,0,0
hsa-miR-3938,0.028325427,0,2.049621596,0.91692046
hsa-miR-3939,0.28325427,0.560768367,1.537216197,1.37538069
hsa-miR-3940-3p,2.407661297,2.24728977,1.281013497,2.063071034
hsa-miR-3940-5p,0.084976281,0,0,0
hsa-miR-3941,0.169952562,0.029514125,0.256202699,0
hsa-miR-3942-3p,0.538183113,0.413197744,0.256202699,0.45846023
hsa-miR-3942-5p,0.141627135,0.059028249,0.12810135,0.229230115
hsa-miR-3943,0.169952562,0.265627121,0.256202699,0
hsa-miR-3944-3p,0,0.088542374,1.281013497,0.687690345
hsa-miR-3944-5p,0.821437384,0.413197744,0.512405399,1.146150575
hsa-miR-3945,0,0,0,0
hsa-miR-3960,0,0,0,0
hsa-miR-3972,0,0,0,0
hsa-miR-3973,0,0,0,0
hsa-miR-3974,0,0,0,0
hsa-miR-3975,0,0,0,0
hsa-miR-3976,0,0,0,0
hsa-miR-3977,0,0,0,0
hsa-miR-3978,0,0,0,0
hsa-miR-409-3p,2383.876819,2510.243884,3760.504183,3899.098191
hsa-miR-409-5p,2207.72231,2261.459381,2997.807657,3060.181919
hsa-miR-410-3p,98.83646329,100.900971,239.8889926,240.0854344
hsa-miR-410-5p,0.651484822,0.767367239,4.611648591,6.647673333
hsa-miR-411-3p,367.1103481,366.3426657,148.9544195,143.0477785
hsa-miR-411-5p,810.9993439,828.0143057,1073.155972,1084.598222
hsa-miR-412-3p,2.152732454,3.669589487,4.99595264,2.521531264
hsa-miR-412-5p,38.02688578,34.79223384,62.51345868,71.06133563
hsa-miR-421,61.21832916,63.08582637,78.39802605,81.24679374
hsa-miR-422a,0.007081357,0,0,0.057307529
hsa-miR-423-3p,3038.248021,3187.972906,2273.133796,2335.202904
hsa-miR-423-5p,1426.814925,1464.179026,438.0088978,436.053259
hsa-miR-424-3p,163.0317161,156.485856,103.2069874,113.583522
hsa-miR-424-5p,438.137807,442.7951313,192.5777951,200.0227128
hsa-miR-425-3p,158.4382761,158.8376399,445.5791949,426.826474
hsa-miR-425-5p,127.492747,124.9511383,169.6061871,163.8995322
hsa-miR-4251,0,0,0,0
hsa-miR-4252,0,0,0,0
hsa-miR-4253,0,0,0,0
hsa-miR-4254,0.028325427,0.383683619,0.256202699,0.687690345
hsa-miR-4255,0,0,0,0
hsa-miR-4256,0,0,0,0
hsa-miR-4257,0,0,0,0
hsa-miR-4258,0,0,0,0
hsa-miR-4259,0,0,0,0
hsa-miR-4260,0,0,0,0
hsa-miR-4261,0,0,0,0
hsa-miR-4262,0,0,0,0
hsa-miR-4263,0,0,0,0
hsa-miR-4264,0,0,0,0
hsa-miR-4265,0,0,0,0
